Category,1,2,3
answer_form,0.0,0.7931034482758621,0.0
anthropomorphization,0.7777777777777778,0.0,0.6818181818181818
function_purpose,0.5007407407407407,0.0,0.38636363636363635
media_format,0.8986772486772486,0.8735632183908045,1.0
multi_turn_relationship,0.9777777777777777,0.0,0.6818181818181818
restricted_flags,0.6888888888888889,0.6896551724137931,0.5909090909090909
self_disclosure,0.0,0.7586206896551724,0.0
topic,0.6342328042328043,0.5459770114942529,0.4393939393939394
